0,77
1,68
2,90
3,69
4,80
5,128
6,164
7,385
8,284
9,810
10,1866
11,1544
12,3424
13,2350
14,3269
15,3843
16,3632
17,4004
18,3965
19,3750
20,3682
21,3922
22,3769
23,3935
24,4040
25,3948
26,3948
27,3932
28,4001
29,3833
30,3643
31,3621
32,3384
33,3230
34,3170
35,3129
36,3047
37,3133
38,3079
39,2864
40,2894
41,2985
42,2842
43,2860
44,2660
45,2866
46,2666
47,2735
48,2835
49,2739
50,2661
51,2642
52,2540
53,2567
54,2450
55,2457
56,2393
57,2312
58,2408
59,2346
60,2243
61,2234
62,2195
63,2192
64,2151
65,2199
66,2283
67,2320
68,2302
69,2304
70,2128
71,2219
72,2120
73,1983
74,1922
75,1842
76,1802
77,1809
78,1743
79,1616
80,1677
81,1600
82,1494
83,1415
84,1326
85,1321
86,1205
87,1203
88,1207
89,1265
90,1214
91,1122
92,1081
93,1083
94,1059
95,995
96,1000
97,879
98,836
99,844
100,807
101,794
102,756
103,724
104,663
105,641
106,603
107,640
108,598
109,590
110,606
111,571
112,553
113,477
114,495
115,487
116,474
117,398
118,407
119,364
120,374
121,375
122,371
123,378
124,359
125,328
126,321
127,325
128,332
129,320
130,320
131,316
132,298
133,321
134,309
135,305
136,264
137,267
138,267
139,254
140,244
141,236
142,243
143,256
144,229
145,192
146,214
147,210
148,215
149,190
150,174
151,157
152,168
153,151
154,159
155,153
156,140
157,137
158,113
159,124
160,101
161,123
162,105
163,89
164,102
165,75
166,75
167,94
168,73
169,71
170,71
171,61
172,60
173,60
174,71
175,60
176,60
177,51
178,51
179,42
180,63
181,41
182,56
183,38
184,36
185,41
186,48
187,37
188,45
189,40
190,35
191,44
192,35
193,28
194,40
195,42
196,30
197,30
198,40
199,33
200,37
201,25
202,37
203,41
204,42
205,29
206,33
207,30
208,32
209,31
210,25
211,28
212,27
213,29
214,31
215,32
216,19
217,24
218,26
219,18
220,29
221,31
222,37
223,24
224,27
225,19
226,27
227,27
228,30
229,24
230,27
231,35
232,44
233,38
234,41
235,31
236,42
237,44
238,32
239,46
240,57
241,39
242,49
243,67
244,72
245,56
246,73
247,54
248,48
249,72
250,82
251,71
252,81
253,92
254,70
255,5
