rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
0,0,0.000000,0.000000,0.000000,0,719
1,0,0.000000,0.000000,0.000000,0,719
2,0,0.000000,0.000000,0.000000,0,719
3,0,0.000000,0.000000,0.000000,0,719
4,0,0.000000,0.000000,0.000000,0,719
5,0,0.000000,0.000000,0.000000,0,719
6,0,0.000000,0.000000,0.000000,0,719
7,0,0.000000,0.000000,0.000000,0,719
8,65,0.000039,0.000039,0.009975,0,719
9,654,0.000394,0.000433,0.110338,0,719
10,376777,0.226747,0.227180,57.930912,58,376777
11,241961,0.145614,0.372794,95.062489,95,241961
12,140179,0.084361,0.457155,116.574498,117,140179
13,42642,0.025662,0.482817,123.118382,123,42642
14,78887,0.047475,0.530292,135.224459,135,78887
15,91907,0.055310,0.585602,149.328599,149,91907
16,48914,0.029437,0.615039,156.834990,157,48914
17,40350,0.024283,0.639322,163.027142,163,40350
18,26652,0.016039,0.655362,167.117184,167,26652
19,23764,0.014301,0.669663,170.764031,171,23764
20,26318,0.015838,0.685501,174.802818,175,26318
21,22475,0.013526,0.699027,178.251854,178,22475
22,15240,0.009172,0.708198,180.590599,181,15240
23,22659,0.013636,0.721835,184.067872,184,22659
24,20887,0.012570,0.734405,187.273212,187,20887
25,42602,0.025638,0.760043,193.810957,194,42602
26,39707,0.023896,0.783939,199.904433,200,39707
27,21269,0.012800,0.796739,203.168395,203,21269
28,36549,0.021995,0.818734,208.777241,209,36549
29,33868,0.020382,0.839116,213.974658,214,33868
30,37911,0.022815,0.861931,219.792518,220,37911
31,13217,0.007954,0.869886,221.820812,222,13217
32,24877,0.014971,0.884857,225.638461,226,24877
33,6589,0.003965,0.888822,226.649615,227,6589
34,18315,0.011022,0.899844,229.460254,229,18315
35,11906,0.007165,0.907009,231.287360,231,11906
36,12640,0.007607,0.914616,233.227107,233,12640
37,15925,0.009584,0.924200,235.670974,236,15925
38,11480,0.006909,0.931109,237.432706,237,11480
39,7232,0.004352,0.935461,238.542536,239,7232
40,7051,0.004243,0.939704,239.624589,240,7051
41,5808,0.003495,0.943200,240.515891,241,11918
42,6110,0.003677,0.946877,241.453537,241,11918
43,6096,0.003669,0.950545,242.389036,242,6096
44,5675,0.003415,0.953960,243.259927,243,5675
45,4696,0.002826,0.956787,243.980580,244,4696
46,4168,0.002508,0.959295,244.620205,245,8593
47,4425,0.002663,0.961958,245.299270,245,8593
48,4309,0.002593,0.964551,245.960533,246,4309
49,4139,0.002491,0.967042,246.595709,247,8561
50,4422,0.002661,0.969703,247.274313,247,8561
51,3616,0.002176,0.971879,247.829228,248,6454
52,2838,0.001708,0.973587,248.264750,248,6454
53,2918,0.001756,0.975343,248.712549,249,6699
54,1871,0.001126,0.976469,248.999675,249,6699
55,1910,0.001149,0.977619,249.292786,249,6699
56,1869,0.001125,0.978744,249.579604,250,6033
57,2090,0.001258,0.980001,249.900338,250,6033
58,2074,0.001248,0.981249,250.218616,250,6033
59,2193,0.001320,0.982569,250.555156,251,8050
60,1700,0.001023,0.983592,250.816039,251,8050
61,1904,0.001146,0.984738,251.108229,251,8050
62,2253,0.001356,0.986094,251.453977,251,8050
63,2212,0.001331,0.987425,251.793432,252,5338
64,1361,0.000819,0.988244,252.002293,252,5338
65,1765,0.001062,0.989306,252.273152,252,5338
66,2122,0.001277,0.990584,252.598796,253,7984
67,2567,0.001545,0.992128,252.992730,253,7984
68,812,0.000489,0.992617,253.117340,253,7984
69,1490,0.000897,0.993514,253.345997,253,7984
70,812,0.000489,0.994002,253.470608,253,7984
71,181,0.000109,0.994111,253.498384,253,7984
72,143,0.000086,0.994197,253.520329,254,6388
73,149,0.000090,0.994287,253.543195,254,6388
74,181,0.000109,0.994396,253.570971,254,6388
75,162,0.000097,0.994493,253.595832,254,6388
76,170,0.000102,0.994596,253.621920,254,6388
77,180,0.000108,0.994704,253.649543,254,6388
78,162,0.000097,0.994802,253.674404,254,6388
79,139,0.000084,0.994885,253.695735,254,6388
80,151,0.000091,0.994976,253.718908,254,6388
81,170,0.000102,0.995078,253.744996,254,6388
82,162,0.000097,0.995176,253.769857,254,6388
83,136,0.000082,0.995258,253.790727,254,6388
84,149,0.000090,0.995347,253.813593,254,6388
85,127,0.000076,0.995424,253.833083,254,6388
86,150,0.000090,0.995514,253.856102,254,6388
87,148,0.000089,0.995603,253.878814,254,6388
88,156,0.000094,0.995697,253.902754,254,6388
89,138,0.000083,0.995780,253.923931,254,6388
90,155,0.000093,0.995873,253.947718,254,6388
91,156,0.000094,0.995967,253.971658,254,6388
92,139,0.000084,0.996051,253.992989,254,6388
93,149,0.000090,0.996141,254.015855,254,6388
94,124,0.000075,0.996215,254.034884,254,6388
95,135,0.000081,0.996296,254.055601,254,6388
96,129,0.000078,0.996374,254.075397,254,6388
97,139,0.000084,0.996458,254.096729,254,6388
98,127,0.000076,0.996534,254.116218,254,6388
99,141,0.000085,0.996619,254.137856,254,6388
100,150,0.000090,0.996709,254.160875,254,6388
101,149,0.000090,0.996799,254.183741,254,6388
102,151,0.000091,0.996890,254.206914,254,6388
103,130,0.000078,0.996968,254.226863,254,6388
104,139,0.000084,0.997052,254.248195,254,6388
105,173,0.000104,0.997156,254.274743,254,6388
106,191,0.000115,0.997271,254.304054,254,6388
107,156,0.000094,0.997365,254.327994,254,6388
108,234,0.000141,0.997506,254.363904,254,6388
109,287,0.000173,0.997678,254.407947,254,6388
110,268,0.000161,0.997840,254.449075,254,6388
111,193,0.000116,0.997956,254.478693,254,6388
112,281,0.000169,0.998125,254.521816,255,3397
113,242,0.000146,0.998270,254.558953,255,3397
114,263,0.000158,0.998429,254.599313,255,3397
115,314,0.000189,0.998618,254.647500,255,3397
116,222,0.000134,0.998751,254.681568,255,3397
117,162,0.000097,0.998849,254.706429,255,3397
118,94,0.000057,0.998905,254.720854,255,3397
119,143,0.000086,0.998991,254.742799,255,3397
120,89,0.000054,0.999045,254.756457,255,3397
121,42,0.000025,0.999070,254.762903,255,3397
122,28,0.000017,0.999087,254.767200,255,3397
123,33,0.000020,0.999107,254.772264,255,3397
124,18,0.000011,0.999118,254.775026,255,3397
125,29,0.000017,0.999135,254.779477,255,3397
126,22,0.000013,0.999148,254.782853,255,3397
127,13,0.000008,0.999156,254.784848,255,3397
128,19,0.000011,0.999168,254.787763,255,3397
129,12,0.000007,0.999175,254.789605,255,3397
130,24,0.000014,0.999189,254.793288,255,3397
131,11,0.000007,0.999196,254.794976,255,3397
132,19,0.000011,0.999207,254.797892,255,3397
133,16,0.000010,0.999217,254.800347,255,3397
134,8,0.000005,0.999222,254.801575,255,3397
135,12,0.000007,0.999229,254.803416,255,3397
136,11,0.000007,0.999236,254.805105,255,3397
137,11,0.000007,0.999242,254.806793,255,3397
138,15,0.000009,0.999251,254.809095,255,3397
139,9,0.000005,0.999257,254.810476,255,3397
140,15,0.000009,0.999266,254.812778,255,3397
141,12,0.000007,0.999273,254.814619,255,3397
142,16,0.000010,0.999283,254.817074,255,3397
143,15,0.000009,0.999292,254.819376,255,3397
144,9,0.000005,0.999297,254.820758,255,3397
145,13,0.000008,0.999305,254.822753,255,3397
146,15,0.000009,0.999314,254.825054,255,3397
147,12,0.000007,0.999321,254.826896,255,3397
148,9,0.000005,0.999327,254.828277,255,3397
149,11,0.000007,0.999333,254.829965,255,3397
150,11,0.000007,0.999340,254.831653,255,3397
151,14,0.000008,0.999348,254.833802,255,3397
152,11,0.000007,0.999355,254.835490,255,3397
153,9,0.000005,0.999360,254.836871,255,3397
154,8,0.000005,0.999365,254.838099,255,3397
155,4,0.000002,0.999367,254.838712,255,3397
156,6,0.000004,0.999371,254.839633,255,3397
157,4,0.000002,0.999374,254.840247,255,3397
158,6,0.000004,0.999377,254.841168,255,3397
159,7,0.000004,0.999381,254.842242,255,3397
160,10,0.000006,0.999387,254.843777,255,3397
161,3,0.000002,0.999389,254.844237,255,3397
162,11,0.000007,0.999396,254.845925,255,3397
163,7,0.000004,0.999400,254.846999,255,3397
164,5,0.000003,0.999403,254.847767,255,3397
165,10,0.000006,0.999409,254.849301,255,3397
166,3,0.000002,0.999411,254.849762,255,3397
167,12,0.000007,0.999418,254.851603,255,3397
168,8,0.000005,0.999423,254.852831,255,3397
169,15,0.000009,0.999432,254.855133,255,3397
170,6,0.000004,0.999436,254.856054,255,3397
171,6,0.000004,0.999439,254.856974,255,3397
172,4,0.000002,0.999442,254.857588,255,3397
173,12,0.000007,0.999449,254.859430,255,3397
174,4,0.000002,0.999451,254.860044,255,3397
175,10,0.000006,0.999457,254.861578,255,3397
176,5,0.000003,0.999460,254.862345,255,3397
177,12,0.000007,0.999467,254.864187,255,3397
178,6,0.000004,0.999471,254.865108,255,3397
179,12,0.000007,0.999478,254.866949,255,3397
180,6,0.000004,0.999482,254.867870,255,3397
181,14,0.000008,0.999490,254.870019,255,3397
182,12,0.000007,0.999497,254.871860,255,3397
183,13,0.000008,0.999505,254.873855,255,3397
184,2,0.000001,0.999507,254.874162,255,3397
185,5,0.000003,0.999510,254.874929,255,3397
186,6,0.000004,0.999513,254.875850,255,3397
187,9,0.000005,0.999519,254.877231,255,3397
188,7,0.000004,0.999523,254.878305,255,3397
189,7,0.000004,0.999527,254.879380,255,3397
190,7,0.000004,0.999531,254.880454,255,3397
191,9,0.000005,0.999537,254.881835,255,3397
192,7,0.000004,0.999541,254.882909,255,3397
193,8,0.000005,0.999546,254.884137,255,3397
194,6,0.000004,0.999549,254.885058,255,3397
195,8,0.000005,0.999554,254.886285,255,3397
196,9,0.000005,0.999559,254.887667,255,3397
197,9,0.000005,0.999565,254.889048,255,3397
198,7,0.000004,0.999569,254.890122,255,3397
199,7,0.000004,0.999573,254.891196,255,3397
200,11,0.000007,0.999580,254.892884,255,3397
201,5,0.000003,0.999583,254.893652,255,3397
202,7,0.000004,0.999587,254.894726,255,3397
203,9,0.000005,0.999593,254.896107,255,3397
204,10,0.000006,0.999599,254.897642,255,3397
205,12,0.000007,0.999606,254.899483,255,3397
206,11,0.000007,0.999612,254.901171,255,3397
207,6,0.000004,0.999616,254.902092,255,3397
208,6,0.000004,0.999620,254.903013,255,3397
209,8,0.000005,0.999624,254.904240,255,3397
210,11,0.000007,0.999631,254.905928,255,3397
211,13,0.000008,0.999639,254.907923,255,3397
212,7,0.000004,0.999643,254.908998,255,3397
213,11,0.000007,0.999650,254.910686,255,3397
214,6,0.000004,0.999653,254.911606,255,3397
215,9,0.000005,0.999659,254.912988,255,3397
216,8,0.000005,0.999664,254.914215,255,3397
217,13,0.000008,0.999671,254.916210,255,3397
218,11,0.000007,0.999678,254.917898,255,3397
219,11,0.000007,0.999685,254.919586,255,3397
220,6,0.000004,0.999688,254.920507,255,3397
221,12,0.000007,0.999695,254.922349,255,3397
222,9,0.000005,0.999701,254.923730,255,3397
223,11,0.000007,0.999708,254.925418,255,3397
224,14,0.000008,0.999716,254.927566,255,3397
225,8,0.000005,0.999721,254.928794,255,3397
226,19,0.000011,0.999732,254.931710,255,3397
227,15,0.000009,0.999741,254.934012,255,3397
228,10,0.000006,0.999747,254.935546,255,3397
229,11,0.000007,0.999754,254.937234,255,3397
230,10,0.000006,0.999760,254.938769,255,3397
231,16,0.000010,0.999770,254.941224,255,3397
232,17,0.000010,0.999780,254.943833,255,3397
233,14,0.000008,0.999788,254.945982,255,3397
234,19,0.000011,0.999800,254.948897,255,3397
235,14,0.000008,0.999808,254.951046,255,3397
236,20,0.000012,0.999820,254.954115,255,3397
237,30,0.000018,0.999838,254.958719,255,3397
238,37,0.000022,0.999860,254.964397,255,3397
239,39,0.000023,0.999884,254.970382,255,3397
240,40,0.000024,0.999908,254.976520,255,3397
241,71,0.000043,0.999951,254.987416,255,3397
242,59,0.000036,0.999986,254.996470,255,3397
243,14,0.000008,0.999995,254.998619,255,3397
244,6,0.000004,0.999998,254.999540,255,3397
245,0,0.000000,0.999998,254.999540,255,3397
246,1,0.000001,0.999999,254.999693,255,3397
247,1,0.000001,0.999999,254.999847,255,3397
248,1,0.000001,1.000000,255.000000,255,3397
249,0,0.000000,1.000000,255.000000,255,3397
250,0,0.000000,1.000000,255.000000,255,3397
251,0,0.000000,1.000000,255.000000,255,3397
252,0,0.000000,1.000000,255.000000,255,3397
253,0,0.000000,1.000000,255.000000,255,3397
254,0,0.000000,1.000000,255.000000,255,3397
255,0,0.000000,1.000000,255.000000,255,3397
