rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
65,9520,0.005602,0.209356,53.385807,53,9520
66,11292,0.006645,0.216001,55.080180,55,11292
67,11115,0.006540,0.222541,56.747994,57,11115
68,7812,0.004597,0.227138,57.920191,58,7812
69,9243,0.005439,0.232577,59.307110,59,9243
70,9571,0.005632,0.238209,60.743246,61,14292
71,4721,0.002778,0.240987,61.451635,61,14292
72,8177,0.004812,0.245798,62.678600,63,8177
73,10880,0.006402,0.252201,64.311152,64,10880
74,15195,0.008941,0.261142,66.591173,67,20050
75,4855,0.002857,0.263999,67.319670,67,20050
76,9537,0.005612,0.269611,68.750704,69,9537
77,8109,0.004772,0.274382,69.967465,70,8109
78,7503,0.004415,0.278797,71.093296,71,7503
79,7101,0.004178,0.282976,72.158807,72,7101
80,8208,0.004830,0.287806,73.390423,73,8208
81,10250,0.006031,0.293837,74.928443,75,10250
82,9295,0.005469,0.299307,76.323165,76,9295
83,6501,0.003825,0.303132,77.298645,77,6501
84,6752,0.003973,0.307105,78.311788,78,6752
85,6567,0.003864,0.310969,79.297171,79,6567
86,6304,0.003709,0.314679,80.243091,80,6304
87,8326,0.004899,0.319578,81.492414,81,8326
88,11128,0.006548,0.326126,83.162178,83,11128
89,9160,0.005390,0.331516,84.536643,85,15243
90,6083,0.003579,0.335096,85.449402,85,15243
91,6925,0.004075,0.339171,86.488503,86,6925
92,7640,0.004496,0.343666,87.634891,88,7640
93,7606,0.004476,0.348142,88.776177,89,7606
94,9030,0.005314,0.353455,90.131136,90,9030
95,8982,0.005285,0.358741,91.478891,91,8982
96,10909,0.006419,0.365160,93.115795,93,10909
97,6062,0.003567,0.368727,94.025403,94,6062
98,6602,0.003885,0.372612,95.016038,95,6602
99,7120,0.004190,0.376802,96.084399,96,7120
100,7218,0.004247,0.381049,97.167465,97,7218
101,9632,0.005668,0.386717,98.612754,99,9632
102,8963,0.005274,0.391991,99.957659,100,8963
103,10247,0.006030,0.398021,101.495229,101,10247
104,7138,0.004200,0.402221,102.566292,103,7138
105,6992,0.004114,0.406335,103.615446,104,6992
106,7001,0.004120,0.410455,104.665952,105,7001
107,6084,0.003580,0.414035,105.578860,106,6084
108,8906,0.005241,0.419275,106.915212,107,8906
109,7924,0.004663,0.423938,108.104215,108,7924
110,7315,0.004304,0.428242,109.201836,109,7315
111,6654,0.003915,0.432158,110.200274,110,6654
112,4319,0.002541,0.434699,110.848343,111,4319
113,5482,0.003226,0.437925,111.670921,112,10487
114,5005,0.002945,0.440870,112.421925,112,10487
115,6422,0.003779,0.444649,113.385551,113,6422
116,7455,0.004387,0.449036,114.504179,115,7455
117,7875,0.004634,0.453670,115.685829,116,7875
118,6779,0.003989,0.457659,116.703023,117,11386
119,4607,0.002711,0.460370,117.394307,117,11386
120,5420,0.003189,0.463559,118.207582,118,5420
121,5633,0.003315,0.466874,119.052818,119,5633
122,6285,0.003698,0.470572,119.995887,120,6285
123,7591,0.004467,0.475039,121.134922,121,7591
124,8025,0.004722,0.479761,122.339079,122,8025
125,6776,0.003987,0.483748,123.355823,123,6776
126,5233,0.003079,0.486828,124.141039,124,5233
127,4513,0.002656,0.489483,124.818218,125,4513
128,4822,0.002837,0.492321,125.541763,126,10294
129,5472,0.003220,0.495541,126.362840,126,10294
130,6858,0.004035,0.499576,127.391888,127,6858
131,6468,0.003806,0.503382,128.362417,128,6468
132,6022,0.003544,0.506926,129.266022,129,6022
133,4125,0.002427,0.509353,129.884982,130,4125
134,4574,0.002691,0.512044,130.571314,131,8676
135,4102,0.002414,0.514458,131.186822,131,8676
136,5629,0.003312,0.517770,132.031458,132,5629
137,7009,0.004124,0.521895,133.083163,133,7009
138,6697,0.003941,0.525836,134.088053,134,6697
139,6173,0.003632,0.529468,135.014317,135,6173
140,4703,0.002767,0.532235,135.720005,136,9720
141,5017,0.002952,0.535187,136.472810,136,9720
142,4567,0.002687,0.537875,137.158092,137,4567
143,6556,0.003858,0.541733,138.141824,138,6556
144,8656,0.005093,0.546826,139.440664,139,8656
145,12898,0.007590,0.554416,141.376018,141,12898
146,16049,0.009444,0.563860,143.784183,144,16049
147,12137,0.007142,0.571001,145.605349,146,12137
148,8746,0.005146,0.576148,146.917693,147,8746
149,10724,0.006310,0.582458,148.526837,149,10724
150,11220,0.006602,0.589060,150.210406,150,11220
151,12765,0.007511,0.596572,152.125804,152,12765
152,12845,0.007558,0.604130,154.053206,154,12845
153,12023,0.007075,0.611205,155.857266,156,12023
154,6877,0.004047,0.615252,156.889165,157,6877
155,6284,0.003698,0.618949,157.832084,158,6284
156,5663,0.003332,0.622282,158.681822,159,5663
157,6439,0.003789,0.626071,159.647999,160,6439
158,6822,0.004014,0.630085,160.671645,161,6822
159,7087,0.004170,0.634255,161.735055,162,7087
160,7869,0.004630,0.638886,162.915804,163,7869
161,8683,0.005109,0.643995,164.218695,164,8683
162,5876,0.003458,0.647453,165.100393,165,5876
163,5450,0.003207,0.650659,165.918169,166,5450
164,7177,0.004223,0.654883,166.995084,167,7177
165,10587,0.006230,0.661112,168.583671,169,10587
166,8389,0.004936,0.666049,169.842447,170,8389
167,8018,0.004718,0.670767,171.045554,171,8018
168,4851,0.002854,0.673621,171.773450,172,8924
169,4073,0.002397,0.676018,172.384607,172,8924
170,3636,0.002140,0.678158,172.930191,173,6709
171,3073,0.001808,0.679966,173.391297,173,6709
172,3602,0.002120,0.682085,173.931780,174,6635
173,3033,0.001785,0.683870,174.386884,174,6635
174,2503,0.001473,0.685343,174.762461,175,7151
175,1439,0.000847,0.686190,174.978384,175,7151
176,1173,0.000690,0.686880,175.154393,175,7151
177,1006,0.000592,0.687472,175.305344,175,7151
178,1030,0.000606,0.688078,175.459897,175,7151
179,1078,0.000634,0.688712,175.621651,176,6405
180,1114,0.000656,0.689368,175.788808,176,6405
181,1098,0.000646,0.690014,175.953564,176,6405
182,843,0.000496,0.690510,176.080056,176,6405
183,775,0.000456,0.690966,176.196346,176,6405
184,675,0.000397,0.691363,176.297630,176,6405
185,822,0.000484,0.691847,176.420972,176,6405
186,862,0.000507,0.692354,176.550316,177,6945
187,968,0.000570,0.692924,176.695565,177,6945
188,899,0.000529,0.693453,176.830460,177,6945
189,696,0.000410,0.693862,176.934896,177,6945
190,661,0.000389,0.694251,177.034079,177,6945
191,589,0.000347,0.694598,177.122459,177,6945
192,679,0.000400,0.694997,177.224344,177,6945
193,778,0.000458,0.695455,177.341083,177,6945
194,813,0.000478,0.695934,177.463074,177,6945
195,868,0.000511,0.696444,177.593318,178,6455
196,616,0.000362,0.696807,177.685750,178,6455
197,618,0.000364,0.697171,177.778481,178,6455
198,610,0.000359,0.697529,177.870012,178,6455
199,635,0.000374,0.697903,177.965294,178,6455
200,731,0.000430,0.698333,178.074981,178,6455
201,887,0.000522,0.698855,178.208076,178,6455
202,807,0.000475,0.699330,178.329167,178,6455
203,683,0.000402,0.699732,178.431652,178,6455
204,656,0.000386,0.700118,178.530085,179,6446
205,624,0.000367,0.700485,178.623717,179,6446
206,659,0.000388,0.700873,178.722600,179,6446
207,764,0.000450,0.701323,178.837239,179,6446
208,863,0.000508,0.701830,178.966733,179,6446
209,906,0.000533,0.702363,179.102679,179,6446
210,649,0.000382,0.702745,179.200062,179,6446
211,626,0.000368,0.703114,179.293994,179,6446
212,699,0.000411,0.703525,179.398879,179,6446
213,679,0.000400,0.703925,179.500763,180,6623
214,936,0.000551,0.704475,179.641211,180,6623
215,1554,0.000914,0.705390,179.874390,180,6623
216,1510,0.000889,0.706278,180.100967,180,6623
217,975,0.000574,0.706852,180.247266,180,6623
218,969,0.000570,0.707422,180.392665,180,6623
219,1160,0.000683,0.708105,180.566724,181,6853
220,797,0.000469,0.708574,180.686314,181,6853
221,1860,0.001094,0.709668,180.965409,181,6853
222,1283,0.000755,0.710423,181.157924,181,6853
223,1753,0.001032,0.711455,181.420963,181,6853
224,1446,0.000851,0.712306,181.637936,182,6954
225,1242,0.000731,0.713036,181.824299,182,6954
226,1309,0.000770,0.713807,182.020716,182,6954
227,576,0.000339,0.714146,182.107145,182,6954
228,2381,0.001401,0.715547,182.464416,182,6954
229,1435,0.000844,0.716391,182.679739,183,4857
230,1639,0.000964,0.717356,182.925672,183,4857
231,1783,0.001049,0.718405,183.193212,183,4857
232,2704,0.001591,0.719996,183.598950,184,6981
233,1504,0.000885,0.720881,183.824626,184,6981
234,2773,0.001632,0.722513,184.240717,184,6981
235,3328,0.001958,0.724471,184.740086,185,3328
236,19322,0.011370,0.735841,187.639366,188,19322
237,24052,0.014153,0.749994,191.248387,191,24052
238,27749,0.016328,0.766322,195.412145,195,27749
239,19219,0.011309,0.777631,198.295971,198,19219
240,56230,0.033088,0.810719,206.733325,207,56230
241,12711,0.007480,0.818199,208.640620,209,12711
242,35734,0.021027,0.839226,214.002533,214,35734
243,53891,0.031711,0.870937,222.088918,222,53891
244,53031,0.031205,0.902142,230.046260,230,53031
245,33207,0.019540,0.921682,235.028995,235,33207
246,62946,0.037040,0.958722,244.474090,244,62946
247,36989,0.021766,0.980488,250.024317,250,36989
248,17880,0.010521,0.991009,252.707225,253,17880
249,10609,0.006243,0.997251,254.299113,254,10609
250,3286,0.001934,0.999185,254.792180,255,4671
251,1173,0.000690,0.999875,254.968189,255,4671
252,212,0.000125,1.000000,255.000000,255,4671
253,0,0.000000,1.000000,255.000000,255,4671
254,0,0.000000,1.000000,255.000000,255,4671
255,0,0.000000,1.000000,255.000000,255,4671
