0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,2364
31,3423
32,2526
33,3451
34,0
35,0
36,6192
37,3600
38,0
39,0
40,0
41,10865
42,3773
43,0
44,0
45,6656
46,0
47,0
48,7867
49,3915
50,0
51,5220
52,0
53,4788
54,4298
55,3733
56,0
57,3557
58,2645
59,2664
60,4817
61,2164
62,2033
63,2096
64,4074
65,2044
66,3808
67,3624
68,1981
69,1941
70,3864
71,2016
72,3742
73,1845
74,1727
75,3489
76,3235
77,3064
78,2936
79,2835
80,1401
81,3873
82,2376
83,3281
84,2971
85,2771
86,1762
87,3402
88,3265
89,2411
90,3219
91,1664
92,3279
93,2465
94,3123
95,3266
96,2389
97,2313
98,3001
99,2729
100,3280
101,2988
102,2743
103,2061
104,2944
105,3161
106,2729
107,3133
108,1761
109,2946
110,2879
111,3112
112,2785
113,2935
114,2162
115,2793
116,2997
117,2954
118,3033
119,1647
120,820
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,0
171,0
172,0
173,0
174,0
175,0
176,0
177,0
178,0
179,0
180,0
181,0
182,0
183,0
184,0
185,0
186,0
187,0
188,0
189,0
190,0
191,0
192,0
193,0
194,0
195,0
196,0
197,0
198,0
199,0
200,0
201,0
202,0
203,0
204,0
205,0
206,0
207,0
208,0
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,0
223,0
224,0
225,0
226,0
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,0
239,0
240,0
241,0
242,0
243,0
244,0
245,0
246,0
247,0
248,0
249,0
250,0
251,0
252,0
253,0
254,0
255,0
