rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
0,471,0.000661,0.000661,0.168607,0,1215
1,744,0.001044,0.001706,0.434942,0,1215
2,1118,0.001569,0.003275,0.835161,1,2478
3,1360,0.001909,0.005184,1.322010,1,2478
4,1419,0.001992,0.007176,1.829979,2,3194
5,1775,0.002492,0.009668,2.465389,2,3194
6,1748,0.002454,0.012122,3.091133,3,1748
7,2306,0.003237,0.015359,3.916628,4,2306
8,2391,0.003357,0.018716,4.772551,5,2391
9,2638,0.003703,0.022419,5.716895,6,2638
10,2952,0.004144,0.026563,6.773643,7,2952
11,2874,0.004035,0.030598,7.802470,8,2874
12,2967,0.004165,0.034763,8.864588,9,2967
13,3006,0.004220,0.038983,9.940667,10,3006
14,3121,0.004381,0.043364,11.057914,11,3121
15,3192,0.004481,0.047845,12.200577,12,3192
16,2948,0.004138,0.051984,13.255893,13,2948
17,2962,0.004158,0.056142,14.316222,14,2962
18,2911,0.004087,0.060229,15.358293,15,2911
19,2819,0.003957,0.064186,16.367431,16,2819
20,2832,0.003976,0.068162,17.381222,17,2832
21,2623,0.003682,0.071844,18.320196,18,2623
22,2488,0.003493,0.075337,19.210843,19,2488
23,2373,0.003331,0.078668,20.060323,20,2373
24,2222,0.003119,0.081787,20.855748,21,2222
25,2240,0.003145,0.084932,21.657617,22,4324
26,2084,0.002926,0.087857,22.403641,22,4324
27,1964,0.002757,0.090615,23.106708,23,1964
28,1906,0.002676,0.093290,23.789012,24,3801
29,1895,0.002660,0.095951,24.467379,24,3801
30,1836,0.002577,0.098528,25.124625,25,1836
31,1820,0.002555,0.101083,25.776144,26,3574
32,1754,0.002462,0.103545,26.404035,26,3574
33,1774,0.002490,0.106036,27.039087,27,1774
34,1770,0.002485,0.108520,27.672706,28,3555
35,1785,0.002506,0.111026,28.311696,28,3555
36,1722,0.002417,0.113444,28.928132,29,1722
37,1799,0.002525,0.115969,29.572133,30,3706
38,1907,0.002677,0.118646,30.254795,30,3706
39,1891,0.002655,0.121301,30.931730,31,1891
40,1865,0.002618,0.123919,31.599358,32,3768
41,1903,0.002671,0.126591,32.280588,32,3768
42,1834,0.002575,0.129165,32.937118,33,1834
