rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
56,3519,0.003536,0.057203,14.586830,15,11864
57,3778,0.003796,0.060999,15.554742,16,0
58,4030,0.004049,0.065048,16.587215,17,0
59,4442,0.004463,0.069511,17.725242,18,12287
60,4808,0.004831,0.074341,18.957037,19,0
61,5223,0.005248,0.079589,20.295154,20,0
62,5570,0.005596,0.085185,21.722171,22,12546
63,6029,0.006057,0.091242,23.266782,23,0
64,6588,0.006619,0.097861,24.954608,25,0
65,6850,0.006882,0.104743,26.709557,27,0
66,7169,0.007203,0.111946,28.546233,29,12735
67,7635,0.007671,0.119617,30.502297,31,0
68,8280,0.008319,0.127936,32.623607,33,0
69,8504,0.008544,0.136480,34.802306,35,12939
70,8896,0.008938,0.145417,37.081434,37,0
71,9276,0.009320,0.154737,39.457917,39,0
72,9821,0.009867,0.164604,41.974028,42,13254
73,10033,0.010080,0.174684,44.544452,45,0
74,10847,0.010898,0.185582,47.323420,47,0
75,10977,0.011029,0.196611,50.135694,50,0
76,11371,0.011424,0.208035,53.048910,53,13431
77,11864,0.011920,0.219955,56.088430,56,0
78,12287,0.012345,0.232299,59.236322,59,0
79,12546,0.012605,0.244904,62.450569,62,13580
80,12735,0.012795,0.257699,65.713237,66,0
81,12939,0.013000,0.270699,69.028170,69,0
82,13254,0.013316,0.284015,72.423804,72,0
83,13431,0.013494,0.297509,75.864785,76,13592
84,13580,0.013644,0.311153,79.343940,79,0
85,13592,0.013656,0.324809,82.826169,83,0
86,13475,0.013538,0.338347,86.278423,86,13475
87,13645,0.013709,0.352056,89.774230,90,0
88,13452,0.013515,0.365571,93.220592,93,0
89,13324,0.013387,0.378957,96.634160,97,0
90,13197,0.013259,0.392216,100.015191,100,13645
91,12488,0.012547,0.404763,103.214579,103,0
92,12226,0.012283,0.417046,106.346842,106,0
93,11888,0.011944,0.428990,109.392512,109,13452
94,11722,0.011777,0.440767,112.395652,112,0
95,11076,0.011128,0.451895,115.233290,115,0
96,10656,0.010706,0.462601,117.963325,118,0
97,10485,0.010534,0.473135,120.649550,121,13324
98,10026,0.010073,0.483209,123.218180,123,0
99,9535,0.009580,0.492788,125.661018,126,0
100,9167,0.009210,0.501998,128.009576,128,13197
101,8712,0.008753,0.510751,130.241564,130,0
102,8482,0.008522,0.519273,132.414626,132,0
103,8383,0.008422,0.527695,134.562325,135,12488
104,7863,0.007900,0.535595,136.576802,137,0
105,7589,0.007625,0.543220,138.521080,139,0
106,7346,0.007380,0.550600,140.403103,140,12226
107,7155,0.007189,0.557789,142.236192,142,0
108,6926,0.006959,0.564748,144.010613,144,0
109,6824,0.006856,0.571604,145.758901,146,11888
110,6661,0.006692,0.578296,147.465428,147,0
111,6577,0.006608,0.584904,149.150436,149,0
112,6382,0.006412,0.591316,150.785485,151,11722
113,6155,0.006184,0.597500,152.362377,152,0
114,5808,0.005835,0.603335,153.850369,154,0
115,5769,0.005796,0.609131,155.328369,155,11076
116,5621,0.005647,0.614778,156.768452,157,0
117,5421,0.005446,0.620225,158.157296,158,0
118,5268,0.005293,0.625517,159.506941,160,10656
119,5250,0.005275,0.630792,160.851975,161,0
120,5101,0.005125,0.635917,162.158836,162,0
121,5012,0.005036,0.640953,163.442895,163,10485
122,4898,0.004921,0.645874,164.697748,165,0
123,4815,0.004838,0.650711,165.931336,166,10026
124,4819,0.004842,0.655553,167.165949,167,0
125,4652,0.004674,0.660227,168.357778,168,0
126,4655,0.004677,0.664903,169.550374,170,9535
127,4481,0.004502,0.669405,170.698393,171,0
128,4440,0.004461,0.673866,171.835907,172,9167
129,4211,0.004231,0.678097,172.914753,173,0
130,4171,0.004191,0.682288,173.983350,174,8712
131,4234,0.004254,0.686542,175.068088,175,0
132,4113,0.004132,0.690674,176.121826,176,8482
133,4213,0.004233,0.694907,177.201184,177,0
134,4040,0.004059,0.698966,178.236220,178,0
135,4019,0.004038,0.703003,179.265875,179,8383
136,4180,0.004200,0.707203,180.336778,180,0
137,4255,0.004275,0.711478,181.426896,181,7863
138,4219,0.004239,0.715717,182.507791,183,0
139,4148,0.004167,0.719884,183.570496,184,7589
140,4281,0.004301,0.724185,184.667276,185,7346
141,4390,0.004411,0.728596,185.791980,186,0
142,4322,0.004342,0.732938,186.899263,187,7155
143,4328,0.004348,0.737287,188.008084,188,0
144,4453,0.004474,0.741761,189.148929,189,6926
145,4404,0.004425,0.746185,190.277220,190,0
146,4387,0.004408,0.750593,191.401156,191,6824
147,4483,0.004504,0.755097,192.549687,193,6661
148,4618,0.004640,0.759736,193.732805,194,0
149,4588,0.004610,0.764346,194.908236,195,6577
150,4538,0.004559,0.768905,196.070858,196,0
151,4584,0.004606,0.773511,197.245265,197,6382
152,4577,0.004598,0.778109,198.417878,198,6155
153,4520,0.004541,0.782651,199.575889,200,0
154,4570,0.004591,0.787242,200.746709,201,5808
155,4375,0.004396,0.791638,201.867570,202,5769
156,4502,0.004523,0.796161,203.020969,203,0
157,4482,0.004503,0.800664,204.169244,204,5621
158,4332,0.004352,0.805016,205.279089,205,5421
159,4493,0.004514,0.809530,206.430182,206,0
160,4385,0.004406,0.813936,207.553605,208,5268
161,4290,0.004310,0.818246,208.652690,209,5250
162,4354,0.004374,0.822620,209.768172,210,5101
163,4237,0.004257,0.826877,210.853678,211,5012
164,4260,0.004280,0.831157,211.945077,212,0
165,4214,0.004234,0.835391,213.024691,213,4898
166,4008,0.004027,0.839418,214.051529,214,4815
167,4118,0.004137,0.843555,215.106548,215,4819
168,4105,0.004124,0.847679,216.158236,216,4652
169,3871,0.003889,0.851569,217.149975,217,0
170,3854,0.003872,0.855441,218.137358,218,4655
171,3926,0.003944,0.859385,219.143187,219,4481
172,3942,0.003961,0.863346,220.153115,220,4440
173,3857,0.003875,0.867221,221.141267,221,4211
174,3677,0.003694,0.870915,222.083303,222,4171
175,3648,0.003665,0.874580,223.017910,223,4234
176,3473,0.003489,0.878069,223.907682,224,4113
177,3390,0.003406,0.881475,224.776189,225,4213
178,3375,0.003391,0.884866,225.640854,226,4040
179,3457,0.003473,0.888339,226.526527,227,4019
180,3462,0.003478,0.891818,227.413481,227,4180
181,3468,0.003484,0.895302,228.301972,228,4255
182,3302,0.003317,0.898619,229.147934,229,0
183,3283,0.003298,0.901918,229.989029,230,4219
184,3169,0.003184,0.905102,230.800917,231,4148
185,3072,0.003086,0.908188,231.587954,232,4281
186,2902,0.002916,0.911104,232.331437,232,4390
187,3050,0.003064,0.914168,233.112838,233,4322
188,2933,0.002947,0.917115,233.864264,234,4328
189,3046,0.003060,0.920175,234.644640,235,4453
190,3029,0.003043,0.923218,235.420660,235,4404
191,2901,0.002915,0.926133,236.163888,236,4387
192,2932,0.002946,0.929079,236.915057,237,0
193,2648,0.002660,0.931739,237.593467,238,4483
194,2665,0.002678,0.934417,238.276232,238,4618
195,2616,0.002628,0.937045,238.946443,239,4588
196,2587,0.002599,0.939644,239.609224,240,4538
197,2428,0.002439,0.942083,240.231270,240,4584
198,2453,0.002465,0.944548,240.859722,241,4577
199,2398,0.002409,0.946957,241.474082,241,0
200,2368,0.002379,0.949336,242.080756,242,4520
201,2288,0.002299,0.951635,242.666935,243,4570
202,2261,0.002272,0.953907,243.246196,243,4375
203,2151,0.002161,0.956068,243.797276,244,4502
204,2048,0.002058,0.958125,244.321967,244,4482
205,1942,0.001951,0.960076,244.819502,245,4332
206,1899,0.001908,0.961984,245.306020,245,4493
207,1801,0.001809,0.963794,245.767430,246,0
208,1690,0.001698,0.965492,246.200403,246,4385
209,1593,0.001600,0.967092,246.608525,247,4290
210,1508,0.001515,0.968607,246.994870,247,4354
211,1444,0.001451,0.970058,247.364818,247,4237
212,1369,0.001375,0.971434,247.715552,248,4260
213,1176,0.001182,0.972615,248.016840,248,4214
214,1125,0.001130,0.973745,248.305061,248,4008
215,1041,0.001046,0.974791,248.571762,249,4118
216,1071,0.001076,0.975867,248.846149,249,4105
217,1025,0.001030,0.976897,249.108751,249,3871
218,907,0.000911,0.977808,249.341122,249,3854
219,932,0.000936,0.978745,249.579897,250,3926
220,912,0.000916,0.979661,249.813549,250,3942
221,983,0.000988,0.980649,250.065391,250,3857
222,879,0.000883,0.981532,250.290588,250,3677
223,836,0.000840,0.982372,250.504768,251,3648
224,924,0.000928,0.983300,250.741494,251,3473
225,983,0.000988,0.984288,250.993336,251,3390
226,1006,0.001011,0.985298,251.251070,251,3375
227,998,0.001003,0.986301,251.506755,252,6919
228,1011,0.001016,0.987317,251.765770,252,3468
229,1071,0.001076,0.988393,252.040157,252,3302
230,1084,0.001089,0.989482,252.317874,252,3283
231,1024,0.001029,0.990511,252.580220,253,3169
232,1295,0.001301,0.991812,252.911995,253,5974
233,1330,0.001336,0.993148,253.252737,253,3050
234,887,0.000891,0.994039,253.479983,253,2933
235,565,0.000568,0.994607,253.624735,254,6075
236,438,0.000440,0.995047,253.736949,254,2901
237,403,0.000405,0.995452,253.840196,254,2932
238,463,0.000465,0.995917,253.958816,254,5313
239,445,0.000447,0.996364,254.072823,254,2616
240,495,0.000497,0.996861,254.199641,254,5015
241,504,0.000506,0.997368,254.328764,254,4851
242,568,0.000571,0.997938,254.474284,254,2368
243,548,0.000551,0.998489,254.614680,255,4549
244,420,0.000422,0.998911,254.722283,255,4199
245,297,0.000298,0.999209,254.798373,255,3841
246,194,0.000195,0.999404,254.848075,255,3491
247,152,0.000153,0.999557,254.887017,255,4545
248,128,0.000129,0.999686,254.919810,255,3670
249,86,0.000086,0.999772,254.941843,255,4044
250,90,0.000090,0.999862,254.964901,255,3706
251,56,0.000056,0.999919,254.979248,255,3749
252,55,0.000055,0.999974,254.993339,255,4164
253,20,0.000020,0.999994,254.998463,255,4536
254,6,0.000006,1.000000,255.000000,255,3881
255,0,0.000000,1.000000,255.000000,255,2052
