rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
0,6196,0.023791,0.023791,6.066580,6,0
1,3422,0.013139,0.036930,9.417102,9,0
2,2190,0.008409,0.045339,11.561358,12,0
3,2985,0.011461,0.056800,14.484008,14,0
4,3356,0.012886,0.069686,17.769909,18,0
5,2636,0.010121,0.079807,20.350849,20,0
6,3438,0.013201,0.093008,23.717037,24,6196
7,4695,0.018027,0.111035,28.313969,28,0
8,4251,0.016322,0.127358,32.476175,32,0
9,4072,0.015635,0.142993,36.463120,36,3422
10,4352,0.016710,0.159703,40.724217,41,0
11,4581,0.017589,0.177292,45.209530,45,0
12,5891,0.022619,0.199912,50.977480,51,2190
13,6080,0.023345,0.223257,56.930483,57,0
14,4939,0.018964,0.242221,61.766319,62,2985
15,5057,0.019417,0.261638,66.717689,67,0
16,5577,0.021414,0.283052,72.178198,72,0
17,5532,0.021241,0.304293,77.594648,78,0
18,4592,0.017632,0.321924,82.090731,82,3356
19,3687,0.014157,0.336081,85.700718,86,0
20,3221,0.012368,0.348449,88.854439,89,2636
21,3091,0.011868,0.360317,91.880875,92,0
22,3214,0.012341,0.372658,95.027742,95,0
23,3018,0.011588,0.384246,97.982702,98,0
24,2954,0.011342,0.395588,100.875000,101,3438
25,2649,0.010171,0.405759,103.468668,103,0
26,2240,0.008601,0.414360,105.661880,106,0
27,1956,0.007510,0.421871,107.577023,108,0
28,1925,0.007391,0.429262,109.461815,109,4695
29,1777,0.006823,0.436085,111.201697,111,0
30,1762,0.006765,0.442851,112.926893,113,0
31,1858,0.007134,0.449985,114.746084,115,0
32,1855,0.007123,0.457107,116.562337,117,4251
33,1635,0.006278,0.463385,118.163185,118,0
34,1533,0.005886,0.469271,119.664164,120,0
35,1400,0.005376,0.474647,121.034922,121,0
36,1389,0.005333,0.479980,122.394909,122,4072
37,1272,0.004884,0.484864,123.640339,124,0
38,1251,0.004803,0.489667,124.865209,125,0
39,1262,0.004846,0.494513,126.100849,126,0
40,1347,0.005172,0.499685,127.419713,127,0
41,1347,0.005172,0.504857,128.738577,129,4352
42,1213,0.004658,0.509515,129.926240,130,0
43,1218,0.004677,0.514191,131.118799,131,0
44,967,0.003713,0.517904,132.065601,132,0
45,939,0.003605,0.521510,132.984987,133,4581
46,958,0.003678,0.525188,133.922977,134,0
47,967,0.003713,0.528901,134.869778,135,0
48,946,0.003632,0.532533,135.796018,136,0
49,940,0.003609,0.536143,136.716384,137,0
50,869,0.003337,0.539479,137.567232,138,0
51,765,0.002937,0.542417,138.316253,138,5891
52,645,0.002477,0.544893,138.947781,139,0
53,685,0.002630,0.547523,139.618473,140,0
54,688,0.002642,0.550165,140.292102,140,0
55,736,0.002826,0.552991,141.012728,141,0
56,673,0.002584,0.555575,141.671671,142,0
57,720,0.002765,0.558340,142.376632,142,6080
58,761,0.002922,0.561262,143.121736,143,0
59,1454,0.005583,0.566845,144.545366,145,0
60,2635,0.010117,0.576962,147.125326,147,0
61,3067,0.011776,0.588738,150.128264,150,0
62,2707,0.010394,0.599132,152.778721,153,4939
63,3924,0.015067,0.614199,156.620757,157,0
64,3379,0.012974,0.627173,159.929178,160,0
65,2408,0.009246,0.636419,162.286880,162,0
66,2469,0.009480,0.645899,164.704308,165,0
67,1968,0.007556,0.653456,166.631201,167,5057
68,1709,0.006562,0.660018,168.304504,168,0
69,1876,0.007203,0.667221,170.141319,170,0
70,1696,0.006512,0.673733,171.801893,172,0
71,2268,0.008708,0.682441,174.022520,174,0
72,2312,0.008877,0.691319,176.286227,176,5577
73,2049,0.007867,0.699186,178.292428,178,0
74,1786,0.006858,0.706044,180.041123,180,0
75,1383,0.005310,0.711354,181.395235,181,0
76,1237,0.004750,0.716104,182.606397,183,0
77,1218,0.004677,0.720780,183.798956,184,0
78,1006,0.003863,0.724643,184.783943,185,5532
79,1027,0.003943,0.728586,185.789491,186,0
80,1090,0.004185,0.732771,186.856723,187,0
81,949,0.003644,0.736415,187.785901,188,0
82,843,0.003237,0.739652,188.611292,189,4592
83,885,0.003398,0.743050,189.477807,189,0
84,935,0.003590,0.746640,190.393277,190,0
85,975,0.003744,0.750384,191.347911,191,0
86,921,0.003536,0.753920,192.249674,192,3687
87,863,0.003314,0.757234,193.094648,193,0
88,862,0.003310,0.760544,193.938642,194,0
89,867,0.003329,0.763873,194.787533,195,3221
90,825,0.003168,0.767040,195.595300,196,0
91,867,0.003329,0.770369,196.444191,196,0
92,811,0.003114,0.773483,197.238251,197,3091
93,708,0.002718,0.776202,197.931462,198,0
94,738,0.002834,0.779035,198.654047,199,0
95,592,0.002273,0.781309,199.233681,199,3214
96,565,0.002169,0.783478,199.786880,200,0
97,531,0.002039,0.785517,200.306789,200,0
98,497,0.001908,0.787425,200.793407,201,3018
99,491,0.001885,0.789310,201.274151,201,0
100,499,0.001916,0.791226,201.762728,202,0
101,492,0.001889,0.793115,202.244452,202,2954
102,427,0.001640,0.794755,202.662533,203,0
103,506,0.001943,0.796698,203.157963,203,2649
104,554,0.002127,0.798825,203.700392,204,0
105,585,0.002246,0.801071,204.273172,204,0
106,696,0.002672,0.803744,204.954634,205,2240
107,720,0.002765,0.806508,205.659595,206,0
108,982,0.003771,0.810279,206.621084,207,1956
109,1029,0.003951,0.814230,207.628590,208,1925
110,1197,0.004596,0.818826,208.800587,209,0
111,1124,0.004316,0.823142,209.901110,210,1777
112,943,0.003621,0.826762,210.824413,211,0
113,986,0.003786,0.830548,211.789817,212,1762
114,965,0.003705,0.834254,212.734661,213,0
115,980,0.003763,0.838016,213.694191,214,1858
116,791,0.003037,0.841054,214.468668,214,0
117,759,0.002914,0.843968,215.211815,215,1855
118,701,0.002692,0.846659,215.898172,216,1635
119,645,0.002477,0.849136,216.529700,217,0
120,618,0.002373,0.851509,217.134791,217,1533
121,766,0.002941,0.854450,217.884791,218,1400
122,765,0.002937,0.857387,218.633812,219,1389
123,692,0.002657,0.860045,219.311358,219,0
124,721,0.002768,0.862813,220.017298,220,1272
125,754,0.002895,0.865708,220.755548,221,1251
126,790,0.003033,0.868741,221.529047,222,1262
127,887,0.003406,0.872147,222.397520,222,1347
128,897,0.003444,0.875591,223.275783,223,0
129,739,0.002838,0.878429,223.999347,224,1347
130,644,0.002473,0.880902,224.629896,225,1213
131,686,0.002634,0.883536,225.301567,225,1218
132,628,0.002411,0.885947,225.916449,226,967
133,607,0.002331,0.888278,226.510770,227,939
134,657,0.002523,0.890800,227.154047,227,958
135,642,0.002465,0.893265,227.782637,228,967
136,624,0.002396,0.895661,228.393603,228,946
137,592,0.002273,0.897934,228.973238,229,940
138,574,0.002204,0.900138,229.535248,230,1634
139,514,0.001974,0.902112,230.038512,230,645
140,516,0.001981,0.904093,230.543734,231,1373
141,414,0.001590,0.905683,230.949086,231,736
142,406,0.001559,0.907242,231.346606,231,1393
143,389,0.001494,0.908735,231.727480,232,761
144,396,0.001521,0.910256,232.115209,232,0
145,410,0.001574,0.911830,232.516645,233,1454
146,425,0.001632,0.913462,232.932768,233,0
147,365,0.001401,0.914863,233.290144,233,2635
148,370,0.001421,0.916284,233.652415,234,0
149,361,0.001386,0.917670,234.005875,234,0
150,369,0.001417,0.919087,234.367167,234,3067
151,338,0.001298,0.920385,234.698107,235,0
152,314,0.001206,0.921590,235.005548,235,0
153,311,0.001194,0.922785,235.310052,235,2707
154,329,0.001263,0.924048,235.632180,236,0
155,340,0.001305,0.925353,235.965078,236,0
156,375,0.001440,0.926793,236.332245,236,0
157,414,0.001590,0.928383,236.737598,237,3924
158,407,0.001563,0.929945,237.136097,237,0
159,569,0.002185,0.932130,237.693211,238,0
160,594,0.002281,0.934411,238.274804,238,3379
161,488,0.001874,0.936285,238.752611,239,0
162,491,0.001885,0.938170,239.233355,239,2408
163,436,0.001674,0.939844,239.660248,240,0
164,404,0.001551,0.941395,240.055809,240,0
165,398,0.001528,0.942924,240.445496,240,2469
166,351,0.001348,0.944271,240.789164,241,0
