rk,nk,p_r_rk,sk,rk_prime,round_rk_prime,nk_after_equalization
126,11710,0.004189,0.640743,163.389568,163,11710
127,10726,0.003837,0.644580,164.367966,164,10726
128,9915,0.003547,0.648127,165.272386,165,9915
129,10745,0.003844,0.651971,166.252517,166,10745
130,10839,0.003877,0.655848,167.241222,167,10839
131,11063,0.003957,0.659805,168.250360,168,11063
132,11581,0.004143,0.663948,169.306748,169,11581
133,11914,0.004262,0.668210,170.393512,170,11914
134,12239,0.004378,0.672588,171.509921,172,12239
135,12614,0.004512,0.677100,172.660537,173,12614
136,13017,0.004656,0.681757,173.847914,174,13017
137,13038,0.004664,0.686420,175.037206,175,13038
138,13149,0.004704,0.691124,176.236623,176,13149
139,13264,0.004745,0.695869,177.446531,177,13264
140,13166,0.004710,0.700578,178.647498,179,13166
141,13284,0.004752,0.705330,179.859230,180,13284
142,15182,0.005431,0.710761,181.244092,181,15182
143,11192,0.004004,0.714765,182.264997,182,11192
144,13254,0.004741,0.719506,183.473992,183,13254
145,13565,0.004852,0.724358,184.711356,185,13565
146,13652,0.004884,0.729242,185.956656,186,13652
147,13740,0.004915,0.734157,187.209982,187,13740
148,16542,0.005917,0.740074,188.718900,189,16542
149,11990,0.004289,0.744363,189.812597,190,11990
150,14219,0.005086,0.749449,191.109616,191,14219
151,14400,0.005151,0.754601,192.423147,192,14400
152,14132,0.005055,0.759656,193.712231,194,14132
153,14087,0.005039,0.764695,194.997210,195,14087
154,14181,0.005073,0.769768,196.290763,196,14181
155,17141,0.006132,0.775899,197.854320,198,17141
156,15429,0.005519,0.781418,199.261713,199,15429
157,13647,0.004882,0.786300,200.506557,201,13647
158,16386,0.005862,0.792162,202.001245,202,16386
159,16552,0.005921,0.798083,203.511075,204,16552
160,16475,0.005893,0.803976,205.013881,205,16475
161,18492,0.006615,0.810591,206.700673,207,18492
162,14158,0.005065,0.815655,207.992128,208,14158
163,15871,0.005677,0.821333,209.439839,209,15871
164,15632,0.005592,0.826925,210.865749,211,15632
165,15941,0.005702,0.832627,212.319846,212,15941
166,16116,0.005765,0.838392,213.789905,214,16116
167,16639,0.005952,0.844344,215.307671,215,16639
168,18835,0.006738,0.851081,217.025750,217,18835
169,15439,0.005523,0.856604,218.434055,218,15439
170,17249,0.006170,0.862774,220.007464,220,17249
171,17589,0.006292,0.869066,221.611886,222,17589
172,17702,0.006332,0.875398,223.226616,223,17702
173,17667,0.006320,0.881718,224.838154,225,17667
174,19208,0.006871,0.888589,226.590257,227,19208
175,18436,0.006595,0.895184,228.271940,228,18436
176,16952,0.006064,0.901248,229.818257,230,16952
177,18549,0.006635,0.907883,231.510249,232,18549
178,18037,0.006452,0.914335,233.155536,233,18037
179,17610,0.006299,0.920635,234.761874,235,17610
180,16563,0.005925,0.926560,236.272708,236,16563
181,16745,0.005990,0.932550,237.800143,238,16745
182,14726,0.005268,0.937817,239.143410,239,14726
183,12742,0.004558,0.942375,240.305702,240,12742
184,13096,0.004685,0.947060,241.500284,242,13096
185,11970,0.004282,0.951342,242.592156,243,11970
186,10770,0.003853,0.955194,243.574568,244,20294
187,9524,0.003407,0.958601,244.443322,244,20294
188,8453,0.003024,0.961625,245.214382,245,8453
189,7905,0.002828,0.964453,245.935456,246,7905
190,6611,0.002365,0.966818,246.538494,247,13211
191,6600,0.002361,0.969179,247.140528,247,13211
192,6016,0.002152,0.971331,247.689292,248,11667
193,5651,0.002021,0.973352,248.204762,248,11667
194,5350,0.001914,0.975266,248.692775,249,14086
195,4335,0.001551,0.976816,249.088202,249,14086
196,4401,0.001574,0.978391,249.489650,249,14086
197,3892,0.001392,0.979783,249.844668,250,10872
198,3582,0.001281,0.981064,250.171408,250,10872
199,3398,0.001216,0.982280,250.481365,250,10872
200,3176,0.001136,0.983416,250.771071,251,11133
201,3075,0.001100,0.984516,251.051565,251,11133
202,2730,0.000977,0.985493,251.300588,251,11133
203,2152,0.000770,0.986262,251.496888,251,11133
204,1759,0.000629,0.986892,251.657339,252,10917
205,1601,0.000573,0.987464,251.803378,252,10917
206,1303,0.000466,0.987930,251.922235,252,10917
207,1190,0.000426,0.988356,252.030783,252,10917
208,966,0.000346,0.988702,252.118899,252,10917
209,817,0.000292,0.988994,252.193424,252,10917
210,917,0.000328,0.989322,252.277070,252,10917
211,804,0.000288,0.989609,252.350409,252,10917
212,796,0.000285,0.989894,252.423018,252,10917
213,764,0.000273,0.990167,252.492708,252,10917
214,764,0.000273,0.990441,252.562398,253,10667
215,853,0.000305,0.990746,252.640206,253,10667
216,713,0.000255,0.991001,252.705244,253,10667
217,814,0.000291,0.991292,252.779495,253,10667
218,739,0.000264,0.991556,252.846905,253,10667
219,673,0.000241,0.991797,252.908294,253,10667
220,737,0.000264,0.992061,252.975522,253,10667
221,746,0.000267,0.992328,253.043570,253,10667
222,771,0.000276,0.992604,253.113898,253,10667
223,753,0.000269,0.992873,253.182585,253,10667
224,791,0.000283,0.993156,253.254738,253,10667
225,773,0.000277,0.993432,253.325249,253,10667
226,757,0.000271,0.993703,253.394301,253,10667
227,783,0.000280,0.993983,253.465724,253,10667
228,657,0.000235,0.994218,253.525654,254,11141
229,692,0.000248,0.994466,253.588776,254,11141
230,653,0.000234,0.994699,253.648341,254,11141
231,693,0.000248,0.994947,253.711555,254,11141
232,614,0.000220,0.995167,253.767562,254,11141
233,605,0.000216,0.995383,253.822749,254,11141
234,641,0.000229,0.995613,253.881219,254,11141
235,566,0.000202,0.995815,253.932848,254,11141
236,531,0.000190,0.996005,253.981284,254,11141
237,510,0.000182,0.996187,254.027805,254,11141
238,556,0.000199,0.996386,254.078522,254,11141
239,496,0.000177,0.996564,254.123766,254,11141
240,580,0.000207,0.996771,254.176672,254,11141
241,501,0.000179,0.996950,254.222372,254,11141
242,518,0.000185,0.997136,254.269622,254,11141
243,502,0.000180,0.997315,254.315414,254,11141
244,364,0.000130,0.997446,254.348617,254,11141
245,348,0.000124,0.997570,254.380360,254,11141
246,384,0.000137,0.997707,254.415388,254,11141
247,356,0.000127,0.997835,254.447861,254,11141
248,374,0.000134,0.997969,254.481977,254,11141
249,321,0.000115,0.998083,254.511257,255,5679
250,582,0.000208,0.998292,254.564346,255,5679
251,620,0.000222,0.998513,254.620901,255,5679
252,2318,0.000829,0.999343,254.832342,255,5679
253,1290,0.000461,0.999804,254.950013,255,5679
254,427,0.000153,0.999957,254.988963,255,5679
255,121,0.000043,1.000000,255.000000,255,5679
